"Weekend"
"07:15 Gullholmen H Start 1"
"07:20 Gullholmsbaden IN 1"
"07:30 Tuvesvik Slut 1"
"07:30 Tuvesvik Start 2"
"07:35 Gullholmsbaden UT 2"
"07:45 Gullholmen H Slut 2"
"07:45 Gullholmen H Start 3"
"07:50 Gullholmsbaden IN 3"
"08:00 Tuvesvik Slut 3"
"08:00 Tuvesvik Start 4"
"08:05 Gullholmsbaden UT 4"
"08:40 Käringön Slut 4"
"09:45 Käringön Start 5"
"10:15 Gullholmsbaden IN 5"
"10:25 Tuvesvik Slut 5"
"10:45 Tuvesvik Start 6"
"10:50 Gullholmen H Slut 6"
"11:00 Gullholmen H Start 7"
"11:05 Gullholmsbaden IN 7"
"11:15 Tuvesvik Slut 7"
"11:30 Tuvesvik Start 8"
"12:05 Käringön Slut 8"
"13:40 Käringön Start 9"
"14:15 Tuvesvik Slut 9"
"14:30 Tuvesvik Start 10"
"14:35 Gullholmen H Slut 10"
"14:45 Gullholmen H Start 11"
"14:50 Gullholmsbaden IN 11"
"15:00 Tuvesvik Slut 11"
"15:15 Tuvesvik Start 12"
"15:20 Gullholmen H UT 12"
"15:30 Gullholmsbaden UT 12"
"16:00 Käringön Slut 12"
"16:40 Käringön Start 13"
"17:15 Tuvesvik Slut 13"
"17:30 Tuvesvik Start 14"
"17:35 Gullholmen H Slut 14"
"17:45 Gullholmen H Start 15"
"17:50 Gullholmsbaden IN 15"
"18:00 Tuvesvik Slut 15"
"18:15 Tuvesvik Start 16"
"18:20 Gullholmen H Slut 16"
"19:30 Gullholmen H Start 17"
"19:35 Gullholmsbaden IN 17"
"19:45 Tuvesvik Slut 17"
"20:00 Tuvesvik Start 18"
"20:05 Gullholmsbaden UT 18"
"20:15 Gullholmen H Slut 18"
