"MonFri"
"06:00 Gullholmen H Start 1"
"06:05 Tuvesvik Slut 1"
"06:05 Tuvesvik Start 2"
"06:10 Gullholmen H UT 2"
"06:15 Gullholmsbaden UT 2"
"06:50 Käringön Slut 2"
"06:55 Käringön Start 3"
"07:25 Gullholmsbaden IN 3"
"07:35 Tuvesvik Slut 3"
"07:45 Tuvesvik Start 4"
"07:50 Gullholmsbaden UT 4"
"08:00 Gullholmen H Slut 4"
"08:15 Gullholmen H Start 5"
"08:20 Gullholmsbaden IN 5"
"08:30 Tuvesvik Slut 5"
"08:45 Tuvesvik Start 6"
"08:55 Gullholmsbaden UT 6"
"09:25 Käringön Slut 6"
"10:30 Käringön Start 7"
"11:00 Gullholmsbaden IN 7" 
"11:10 Tuvesvik Slut 7"
"11:30 Tuvesvik Start 8"
"11:40 Gullholmen H Slut 8"
"11:45 Gullholmen H Start 9"
"11:50 Tuvesvik Slut 9"
"12:00 Tuvesvik Start 10"
"12:35 Käringön Slut 10"
"13:00 Käringön Start 11"
"13:35 Tuvesvik Slut 11"
"13:45 Tuvesvik Start 12"
"13:50 Gullholmsbaden UT 12"
"14:00 Gullholmen H Slut 12"
"14:30 Gullholmen H Start 13"
"14:40 Gullholmsbaden IN 13"
"14:45 Tuvesvik Slut 13"
"14:45 Tuvesvik Start 14"
"14:50 Gullholmsbaden UT 14"
"15:00 Gullholmen H Slut 14"
"16:00 Gullholmen H Start 15"
"16:05 Gullholmsbaden IN 15"
"16:15 Tuvesvik Slut 15"
"16:45 Tuvesvik Start 16"
"16:55 Gullholmen H Slut 16"
"16:55 Gullholmen H Start 17"
"17:00 Gullholmsbaden IN 17"
"17:10 Tuvesvik Slut 17"
"17:15 Tuvesvik Start 18"
"17:20 Gullholmen H UT 18"
"17:30 Gullholmsbaden UT 18"
"18:00 Käringön Slut 18"
"18:15 Käringön Start 19"
"18:45 Gullholmsbaden IN 19"
"18:50 Gullholmen H IN 19"
"19:00 Tuvesvik Slut 19"
"19:15 Tuvesvik Start 20"
"19:20 Gullholmsbaden UT 20"
"19:30 Gullholmen H Slut 20"
