"MonFri"
"06:00 Karingon Start 1"
"06:30 Gullholmsbaden IN 1"
"06:40 Tuvesvik Slut 1"
"06:45 Tuvesvik Start 2"
"06:50 Gullholmsbaden UT 2"
"07:25 Käringön Slut 2"
"08:30 Käringön Start 3"
"09:00 Gullholmsbaden IN 3"
"09:10 Tuvesvik Slut 3"
"09:45 Tuvesvik Start 4"
"09:50 Gullholmsbaden Slut 4"
"10:00 Gullholmsbaden Start 5"
"10:05 Tuvesvik Slut 5"
"10:15 Tuvesvik Start 6"
"10:50 Käringön Slut 6"
"11:50 Käringön Start 7"
"12:20 Gullholmsbaden IN 7"
"12:30 Tuvesvik Slut 7"
"12:45 Tuvesvik Start 8"
"12:50 Gullholmsbaden Slut 8"
"13:00 Gullholmsbaden Start 9"
"13:05 Tuvesvik Slut 9"
"13:15 Tuvesvik Start 10"
"13:50 Käringön Slut 10"
"14:35 Käringön Start 11"
"15:10 Tuvesvik Slut 11"
"15:30 Tuvesvik Start 12"
"15:35 Gullholmsbaden Slut 12"
"15:45 Gullholmsbaden Start 13"
"15:50 Tuvesvik Slut 13"
"16:00 Tuvesvik Start 14"
"16:05 Gullholmsbaden UT 14"
"16:40 Käringön Slut 14"
"17:00 Käringön Start 15"
"17:35 Tuvesvik Slut 15"
"17:45 Tuvesvik Start 16"
"17:50 Gullholmsbaden Slut 16"
"18:00 Gullholmsbaden Start 17"
"18:05 Tuvesvik Slut 17"
"18:15 Tuvesvik Start 18"
"18:20 Gullholmsbaden UT 18"
"18:55 Käringön Slut 18"
"20:00 Käringön Start 19"
"20:30 Gullholmsbaden IN 19"
"20:40 Tuvesvik Slut 19"
"21:00 Tuvesvik Start 20"
"21:05 Gullholmsbaden UT 20"
"21:40 Käringön Slut 20"
"22:00 Käringön Start 21"
"22:30 Gullholmsbaden IN 21"
"22:40 Tuvesvik Slut 21"
"22:45 Tuvesvik Start 22"
"22:50 Gullholmsbaden UT 22"
"23:25 Käringön Slut 22"
