"Weekend"
"08:00 Karingon Start 1"
"08:30 Gullholmsbaden IN 1"
"08:40 Tuvesvik Slut 1		"
"09:20 Tuvesvik Start 2"
"09:30 Gullholmsbaden UT 2"
"10:00 Käringön Slut 2"
"12:00 Käringön Start 3"
"12:30 Gullholmsbaden IN 3"
"12:40 Tuvesvik Slut 3"
"13:20 Tuvesvik Start 4"
"13:30 Gullholmsbaden UT 4"
"14:00 Käringön Slut 4"
"16:00 Käringön Start 5"
"16:30 Gullholmsbaden IN 5"
"16:40 Tuvesvik Slut 5"
"17:15 Tuvesvik Start 6"
"17:25 Gullholmsbaden UT 6"
"17:55 Käringön Slut 6"
"18:00 Käringön Start 7"
"18:30 Gullholmsbaden IN 7"
"18:40 Tuvesvik Slut 7"
"19:15 Tuvesvik Start 8"
"19:20 Gullholmsbaden UT 8"
"19:55 Käringön Slut 8"
