"MonFri"
"06:00 Gullholmen H Start 1"
"06:05 Tuvesvik Slut 1"
"06:06 Tuvesvik Start 2"
"06:10 Gullholmen H UT 2"
"06:15 Gullholmsbaden UT 2"
"06:50 Käringön Slut 2"
"06:55 Käringön Start 3"
"07:25 Gullholmsbaden IN 3"
"07:35 Tuvesvik Slut 3"
"07:45 Tuvesvik Start 4"
"07:50 Gullholmsbaden UT 4"
"08:00 Gullholmen H Slut 4"
"08:15 Gullholmen H Start 5"
"08:20 Gullholmsbaden IN 5"
"08:30 Tuvesvik Slut 5"
"08:45 Tuvesvik Start 6"
"08:50 Gullholmen H UT 6"
"09:00 Gullholmsbaden UT 6"
"09:30 Käringön Slut 6"
"10:45 Käringön Start 7"
"11:15 Gullholmsbaden IN 7"
"11:20 Gullholmen H IN 7"
"11:30 Tuvesvik Slut 7"
"11:35 Tuvesvik Start 8"
"11:40 Gullholmsbaden UT 8"
"11:50 Gullholmen H Slut 8"
"14:25 Gullholmen H Start 9"
"14:30 Gullholmsbaden IN 9"
"14:35 Tuvesvik Slut 9"
"14:45 Tuvesvik Start 10"
"14:50 Gullholmsbaden UT 10"
"15:00 Gullholmen H Slut 10"
"16:00 Gullholmen H Start 11"
"16:05 Gullholmsbaden IN 11"
"16:10 Tuvesvik Slut 11"
"16:45 Tuvesvik Start 12"
"16:50 Gullholmen H Slut 12"
"16:55 Gullholmen H Start 13"
"17:00 Gullholmsbaden IN 13"
"17:10 Tuvesvik Slut 13"
"17:15 Tuvesvik Start 14"
"17:20 Gullholmen H UT 14"
"17:30 Gullholmsbaden UT 14"
"18:00 Käringön Slut 14"
"18:15 Käringön Start 15"
"18:45 Gullholmsbaden IN 15"
"18:50 Gullholmen H IN 15"
"19:00 Tuvesvik Slut 15"
"19:15 Tuvesvik Start 16"
"19:20 Gullholmsbaden UT 16"
"19:30 Gullholmen H Slut 16"
