"Weekend"
"07:45 Gullholmen H Start 1"
"07:50 Gullholmsbaden IN 1"
"08:00 Tuvesvik Slut 1"
"08:01 Tuvesvik Start 2"
"08:05 Gullholmen H UT 2"
"08:15 Gullholmsbaden UT 2"
"08:40 Käringön Slut 2"
"10:00 Käringön Start 3"
"10:30 Gullholmsbaden IN 3"
"10:40 Gullholmen H IN 3"
"10:45 Tuvesvik Slut 3"
"11:20 Tuvesvik Start 4"
"11:25 Gullholmen H UT 4"
"11:35 Gullholmsbaden UT 4"
"12:05 Käringön Slut 4"
"14:00 Käringön Start 5"
"14:30 Gullholmsbaden IN 5"
"14:40 Gullholmen H IN 5"
"14:45 Tuvesvik Slut 5"
"15:20 Tuvesvik Start 6"
"15:25 Gullholmen H UT 6"
"15:35 Gullholmsbaden UT 6"
"16:05 Käringön Slut 6"
"17:00 Käringön Start 7"
"17:30 Gullholmsbaden IN 7"
"17:40 Gullholmen H IN 7"
"17:45 Tuvesvik Slut 7"
"18:15 Tuvesvik Start 8"
"18:20 Gullholmen H Slut 8"
"21:00 Gullholmen H Start 9"
"21:05 Gullholmsbaden IN 9"
"21:15 Tuvesvik Slut 9"
"21:16 Tuvesvik Start 10"
"21:20 Gullholmsbaden UT 10"
"21:30 Gullholmen H Slut 10"
"21:45 Gullholmen H Start 11"
"21:50 Gullholmsbaden IN 11"
"22:00 Tuvesvik Slut 11"
"22:01 Tuvesvik Start 12"
"22:05 Gullholmsbaden UT 12"
"22:15 Gullholmen H Slut 12"
